# reward = -1000, epsilon = 0.1, epsilon = 0.1, gamma = 0.1, alpha = 0.5;

[Log] Agent Object Initialized (agent.js, line 8)
[Log] GAME STOPPED CURRENT SCORE 7 BEST SCORE SO FAR 20 StepCount 218 totalScore 428 (index.js, line 240)
[Log] GAME STOPPED CURRENT SCORE 2 BEST SCORE SO FAR 20 StepCount 219 totalScore 430 (index.js, line 240)
[Log] GAME STOPPED CURRENT SCORE 5 BEST SCORE SO FAR 20 StepCount 220 totalScore 435 (index.js, line 240)
[Log] GAME STOPPED CURRENT SCORE 6 BEST SCORE SO FAR 20 StepCount 221 totalScore 441 (index.js, line 240)
[Log] GAME STOPPED CURRENT SCORE 3 BEST SCORE SO FAR 20 StepCount 222 totalScore 444 (index.js, line 240)
[Log] GAME STOPPED CURRENT SCORE 0 BEST SCORE SO FAR 20 StepCount 223 totalScore 444 (index.js, line 240)
[Log] GAME STOPPED CURRENT SCORE 5 BEST SCORE SO FAR 20 StepCount 224 totalScore 449 (index.js, line 240)
[Log] GAME STOPPED CURRENT SCORE 0 BEST SCORE SO FAR 20 StepCount 225 totalScore 449 (index.js, line 240)
[Log] GAME STOPPED CURRENT SCORE 0 BEST SCORE SO FAR 20 StepCount 226 totalScore 449 (index.js, line 240)
[Log] GAME STOPPED CURRENT SCORE 0 BEST SCORE SO FAR 20 StepCount 227 totalScore 449 (index.js, line 240)
